Person.id|Person.id|creationDate
2199023255625|9895604649984|2011-09-15T05:28:23.616+0000
2199023255625|8796093022217|2011-07-26T03:59:52.456+0000
2199023255625|15393162788888|2012-07-11T04:36:32.044+0000
2199023255625|9895604650020|2011-10-18T05:30:28.405+0000
2199023255625|16492674416689|2012-09-11T04:07:15.731+0000
2199023255625|7696581394520|2011-06-06T22:37:12.585+0000
2199023255625|10995116277851|2011-12-15T14:25:59.775+0000
2199023255611|10995116277764|2011-11-14T20:10:19.153+0000
2199023255611|13194139533352|2012-02-25T20:20:33.673+0000
2199023255611|7696581394474|2011-05-26T12:02:34.855+0000
2199023255611|10995116277826|2011-10-25T19:23:37.053+0000
2199023255611|2199023255625|2010-08-13T08:03:56.941+0000
2199023255611|2199023255633|2010-08-09T01:39:44.127+0000
2199023255611|9895604650074|2011-10-05T10:55:06.833+0000
2199023255611|10995116277851|2012-01-02T03:28:28.185+0000
2199023255611|10995116277857|2011-11-26T13:54:59.429+0000
13194139533352|16492674416674|2012-09-30T09:32:12.210+0000
3298534883391|15393162788888|2012-07-11T23:31:46.058+0000
3298534883391|13194139533352|2012-02-22T13:39:05.171+0000
5497558138966|15393162788888|2012-07-17T19:59:53.115+0000
14293651161159|16492674416674|2012-10-03T21:11:27.942+0000
2199023255633|9895604650002|2011-10-01T23:19:21.450+0000
2199023255633|6597069766688|2011-04-11T20:53:20.689+0000
2199023255633|16492674416674|2012-09-16T10:30:04.970+0000
2199023255633|3298534883392|2010-09-23T03:57:57.628+0000
2199023255633|3298534883405|2010-09-23T06:11:43.011+0000
2199023255633|5497558138966|2011-02-03T07:16:04.924+0000
2199023255633|9895604650074|2011-09-25T11:51:22.334+0000
2199023255565|13194139533352|2012-02-18T16:58:08.999+0000
7696581394433|10995116277764|2011-11-21T21:56:31.343+0000
7696581394433|15393162788888|2012-07-23T21:52:51.992+0000
7696581394433|13194139533342|2012-04-23T15:05:11.507+0000
7696581394433|12094627905567|2012-01-30T13:26:53.003+0000
7696581394433|7696581394474|2011-06-13T06:02:25.175+0000
7696581394433|9895604650036|2011-09-01T11:53:45.701+0000
10995116277857|12094627905543|2012-02-02T20:36:02.200+0000
15393162788920|16492674416738|2012-10-14T05:55:43.923+0000
96|7696581394474|2011-06-10T13:38:46.495+0000
96|7696581394490|2011-06-07T12:55:12.448+0000
3298534883331|7696581394474|2011-05-29T14:45:06.613+0000
3298534883331|3298534883405|2010-09-21T06:18:21.335+0000
9895604650074|10995116277764|2011-11-28T03:47:02.045+0000
10995116277826|13194139533352|2012-02-24T01:55:11.755+0000
10995116277826|16492674416738|2012-10-01T01:31:51.607+0000
3298534883350|7696581394433|2011-05-28T01:28:12.382+0000
3298534883350|10995116277764|2011-12-05T09:54:20.850+0000
3298534883350|8796093022217|2011-07-20T18:12:30.965+0000
3298534883350|9895604650000|2011-09-20T05:41:48.554+0000
3298534883350|9895604650002|2011-10-07T11:52:45.887+0000
3298534883350|12094627905563|2012-02-18T01:45:41.324+0000
3298534883350|7696581394461|2011-05-17T23:09:57.266+0000
3298534883350|12094627905567|2012-01-20T22:43:49.287+0000
3298534883350|16492674416674|2012-09-06T12:58:51.761+0000
3298534883350|13194139533352|2012-02-28T11:06:19.950+0000
3298534883350|10995116277811|2011-12-07T00:54:47.474+0000
3298534883350|9895604650036|2011-09-06T02:42:51.264+0000
3298534883350|10995116277826|2011-11-11T16:27:54.714+0000
3298534883350|3298534883405|2010-09-21T11:48:29.958+0000
2199023255602|7696581394474|2011-05-24T07:01:07.740+0000
10995116277764|15393162788888|2012-07-20T04:50:49.837+0000
10995116277764|16492674416674|2012-09-16T03:02:56.475+0000
10995116277764|13194139533352|2012-03-08T11:00:58.727+0000
10995116277764|10995116277811|2011-11-29T00:59:03.141+0000
10995116277764|10995116277826|2011-11-20T18:57:02.041+0000
10995116277764|14293651161168|2012-05-28T09:30:12.596+0000
10995116277764|15393162788948|2012-07-29T01:04:50.274+0000
10995116277764|12094627905628|2012-01-28T10:49:22.842+0000
12094627905628|13194139533352|2012-02-18T17:42:50.486+0000
12094627905628|17592186044483|2012-10-17T01:50:00.600+0000
6597069766676|7696581394474|2011-05-24T05:04:27.751+0000
6597069766676|9895604650074|2011-10-11T12:17:54.294+0000
6597069766676|12094627905628|2012-02-08T17:46:59.442+0000
6597069766664|12094627905580|2012-01-20T15:00:01.425+0000
8796093022286|10995116277764|2011-11-22T18:11:03.963+0000
5497558138885|10995116277764|2011-11-07T12:23:34.312+0000
5497558138885|8796093022217|2011-07-31T04:22:11.463+0000
5497558138885|5497558138908|2011-02-11T00:16:14.274+0000
5497558138885|7696581394490|2011-06-12T13:27:19.674+0000
5497558138885|16492674416738|2012-10-19T17:13:23.272+0000
8796093022217|10995116277764|2011-11-25T20:37:30.662+0000
8796093022217|12094627905550|2012-02-10T01:38:49.131+0000
8796093022217|13194139533342|2012-04-04T21:02:04.486+0000
8796093022217|12094627905580|2012-01-10T17:43:49.150+0000
8796093022217|8796093022253|2011-08-13T01:15:07.883+0000
8796093022217|16492674416689|2012-09-14T09:12:27.259+0000
8796093022217|9895604650036|2011-09-27T12:03:37.671+0000
8796093022217|10995116277826|2011-10-13T20:39:08.272+0000
8796093022217|14293651161162|2012-04-28T00:32:01.850+0000
8796093022217|16492674416738|2012-10-16T10:03:33.321+0000
3298534883397|15393162788888|2012-06-28T17:40:51.871+0000
13194139533324|15393162788888|2012-07-05T03:50:02.264+0000
13194139533324|16492674416674|2012-09-13T21:24:29.405+0000
3298534883392|5497558138908|2011-02-05T21:33:51.676+0000
3298534883392|6597069766688|2011-04-14T08:56:06.475+0000
3298534883392|16492674416674|2012-09-06T09:10:03.299+0000
3298534883392|13194139533352|2012-02-21T17:11:10.435+0000
3298534883392|7696581394474|2011-06-11T16:09:49.473+0000
3298534883392|5497558138966|2011-02-03T09:59:12.846+0000
3298534883392|13194139533405|2012-03-03T19:02:31.752+0000
12094627905567|13194139533352|2012-02-25T15:54:14.720+0000
2199023255593|8796093022217|2011-07-27T01:49:21.428+0000
2199023255593|9895604650000|2011-09-18T18:32:10.750+0000
2199023255593|15393162788888|2012-07-01T22:30:18.088+0000
2199023255593|7696581394474|2011-05-19T01:24:41.244+0000
2199023255593|10995116277826|2011-11-08T05:01:14.618+0000
2199023255593|2199023255628|2010-07-30T22:43:26.769+0000
2199023255593|3298534883405|2010-09-12T21:25:30.916+0000
2199023255593|7696581394520|2011-06-09T02:14:27.311+0000
2199023255593|16492674416738|2012-10-03T03:59:56.291+0000
3298534883405|7696581394433|2011-06-12T09:45:41.669+0000
3298534883405|10995116277764|2011-11-24T11:45:00.955+0000
3298534883405|6597069766664|2011-04-11T17:05:58.713+0000
3298534883405|8796093022217|2011-08-03T17:14:38.205+0000
3298534883405|6597069766675|2011-03-07T11:43:56.068+0000
3298534883405|15393162788888|2012-07-06T09:04:06.410+0000
3298534883405|12094627905563|2012-02-11T08:00:16.241+0000
3298534883405|5497558138908|2011-02-05T09:02:51.647+0000
3298534883405|7696581394461|2011-05-09T05:20:16.396+0000
3298534883405|13194139533342|2012-04-19T08:09:38.258+0000
3298534883405|12094627905567|2012-01-19T01:52:37.557+0000
3298534883405|7696581394474|2011-05-27T03:00:01.301+0000
3298534883405|8796093022253|2011-08-29T08:25:53.037+0000
3298534883405|9895604650036|2011-09-14T14:53:34.733+0000
3298534883405|9895604650037|2011-10-10T19:18:53.579+0000
3298534883405|5497558138940|2011-02-04T07:31:31.858+0000
3298534883405|17592186044483|2012-10-15T01:58:09.322+0000
3298534883405|14293651161168|2012-06-09T06:19:03.035+0000
3298534883405|4398046511186|2010-12-19T10:57:56.903+0000
3298534883405|10995116277851|2011-12-27T23:15:57.372+0000
7696581394520|9895604650020|2011-10-15T05:41:53.781+0000
7696581394520|8796093022251|2011-07-23T19:05:25.657+0000
7696581394520|10995116277826|2011-10-18T09:10:44.572+0000
9895604650036|10995116277764|2011-11-28T03:47:02.045+0000
9895604650036|12094627905580|2012-01-18T21:11:18.068+0000
9895604650036|10995116277826|2011-11-01T03:08:02.467+0000
9895604650036|10995116277851|2011-12-17T14:18:40.013+0000
9895604650036|12094627905628|2012-02-15T05:51:45.972+0000
9895604650036|13194139533405|2012-02-17T23:40:46.283+0000
7696581394490|12094627905567|2012-01-11T06:40:04.940+0000
7696581394490|13194139533352|2012-03-01T16:16:33.727+0000
7696581394490|9895604650074|2011-10-06T07:16:53.989+0000
1099511627782|3298534883405|2010-09-10T16:59:14.933+0000
13194139533350|16492674416674|2012-10-01T16:08:15.137+0000
10995116277851|12094627905543|2012-02-07T17:16:00.296+0000
10995116277851|15393162788888|2012-07-18T17:07:25.164+0000
10995116277851|10995116277857|2012-01-02T01:07:22.747+0000
12094627905550|12094627905580|2012-02-04T04:00:57.518+0000
5497558138940|10995116277764|2011-11-10T20:48:41.071+0000
5497558138940|15393162788888|2012-07-05T04:34:43.751+0000
5497558138940|12094627905567|2012-01-26T18:53:02.301+0000
5497558138940|6597069766688|2011-03-28T12:48:23.171+0000
5497558138940|13194139533352|2012-03-02T09:07:59.850+0000
5497558138940|9895604650036|2011-09-03T23:39:34.880+0000
13194139533405|16492674416674|2012-09-22T00:43:45.414+0000
13194139533405|15393162788910|2012-08-01T09:09:31.031+0000
13194139533405|17592186044483|2012-10-16T06:41:18.257+0000
7696581394474|10995116277764|2011-11-26T06:24:26.024+0000
7696581394474|8796093022217|2011-07-23T05:37:35.808+0000
7696581394474|12094627905550|2012-02-21T00:04:11.943+0000
7696581394474|9895604650002|2011-10-19T07:15:32.067+0000
7696581394474|15393162788888|2012-07-09T00:30:58.436+0000
7696581394474|16492674416674|2012-10-05T23:17:03.333+0000
7696581394474|8796093022251|2011-07-01T09:58:15.993+0000
7696581394474|15393162788920|2012-07-15T16:12:10.886+0000
7696581394474|7696581394490|2011-06-10T22:17:48.205+0000
7696581394474|10995116277826|2011-10-27T06:16:46.628+0000
7696581394474|9895604650074|2011-10-07T19:15:57.321+0000
7696581394474|10995116277851|2011-12-10T02:36:51.614+0000
7696581394474|12094627905628|2012-01-26T11:56:05.255+0000
7696581394479|8796093022217|2011-07-23T13:20:14.314+0000
7696581394479|16492674416674|2012-10-01T17:32:09.645+0000
6597069766675|7696581394474|2011-05-26T23:22:51.693+0000
6597069766735|13194139533352|2012-02-21T09:10:43.657+0000
94|8796093022217|2011-07-13T06:18:21.011+0000
94|3298534883365|2010-10-17T02:09:38.887+0000
94|8796093022251|2011-07-19T15:47:17.382+0000
94|2199023255625|2010-08-01T07:35:59.871+0000
94|10995116277851|2011-12-17T22:14:30.667+0000
94|96|2010-03-05T02:52:39.365+0000
14293651161168|15393162788888|2012-07-14T05:57:03.887+0000
7696581394434|8796093022217|2011-07-27T03:51:27.855+0000
7696581394434|9895604650036|2011-09-20T07:20:18.156+0000
2199023255628|10995116277764|2011-11-30T06:40:29.533+0000
2199023255628|5497558138885|2011-02-13T19:11:00.936+0000
2199023255628|8796093022217|2011-07-16T19:33:07.530+0000
2199023255628|3298534883350|2010-09-28T03:31:48.614+0000
2199023255628|15393162788888|2012-07-13T04:27:13.373+0000
2199023255628|7696581394461|2011-05-25T10:49:18.517+0000
2199023255628|16492674416674|2012-09-14T21:21:20.740+0000
2199023255628|13194139533352|2012-02-12T18:12:43.275+0000
2199023255628|7696581394474|2011-05-23T14:43:18.320+0000
2199023255628|15393162788920|2012-06-30T03:35:17.759+0000
9895604650002|10995116277764|2011-11-23T22:03:36.468+0000
9895604650002|16492674416674|2012-09-15T19:20:54.905+0000
5497558138908|10995116277764|2011-11-22T02:40:36.491+0000
5497558138908|8796093022217|2011-08-05T15:46:53.002+0000
5497558138908|12094627905550|2012-02-21T17:56:34.438+0000
5497558138908|9895604650000|2011-09-30T21:30:36.476+0000
5497558138908|12094627905563|2012-02-19T21:06:11.155+0000
5497558138908|12094627905567|2012-01-13T16:47:45.085+0000
5497558138908|7696581394474|2011-05-27T00:31:48.173+0000
5497558138908|5497558138940|2011-01-30T21:37:56.434+0000
5497558138908|12094627905628|2012-02-11T21:09:00.664+0000
8796093022253|16492674416674|2012-09-18T21:55:09.813+0000
8796093022253|13194139533352|2012-02-23T18:10:51.814+0000
8796093022251|10995116277764|2011-11-26T21:04:54.263+0000
8796093022251|15393162788888|2012-07-16T01:36:25.637+0000
8796093022251|16492674416674|2012-09-25T17:48:23.115+0000
8796093022251|13194139533352|2012-02-20T22:06:29.192+0000
8796093022251|10995116277826|2011-10-20T07:26:37.809+0000
1099511627861|16492674416674|2012-09-19T04:54:48.545+0000
1099511627861|7696581394474|2011-06-10T20:09:28.224+0000
6597069766688|15393162788888|2012-07-10T05:02:45.079+0000
6597069766688|16492674416674|2012-09-29T22:22:08.313+0000
6597069766688|13194139533352|2012-02-14T18:17:45.068+0000
6597069766688|9895604650036|2011-09-19T20:07:42.051+0000
15393162788948|16492674416674|2012-09-26T18:26:47.330+0000
9895604650000|9895604650036|2011-09-30T06:49:48.845+0000
9895604649984|9895604650036|2011-09-09T17:39:11.910+0000
7696581394461|8796093022217|2011-08-07T08:49:20.755+0000
7696581394461|7696581394474|2011-05-28T15:11:19.648+0000
7696581394461|10995116277826|2011-11-02T10:46:59.205+0000
7696581394461|17592186044483|2012-10-14T12:47:43.822+0000
3298534883365|8796093022217|2011-08-08T16:15:31.660+0000
