Person.id|Comment.id|creationDate
2199023255611|68719476873|2011-07-25T14:20:21.431+0000
7696581394520|68719476873|2011-07-25T15:23:32.336+0000
10995116277764|85899346107|2011-12-06T11:12:20.108+0000
13194139533352|85899346107|2012-03-02T00:39:59.426+0000
7696581394474|85899346107|2011-12-02T07:15:12.357+0000
10995116277826|85899346107|2011-12-06T11:04:03.706+0000
2199023255625|85899346107|2011-12-03T23:57:31.046+0000
2199023255633|85899346107|2011-12-07T10:21:51.784+0000
9895604650074|85899346107|2011-12-07T03:46:53.628+0000
10995116277851|85899346107|2012-01-03T02:29:35.646+0000
10995116277857|85899346107|2011-12-03T12:55:25.653+0000
2199023255625|85899346112|2011-12-01T23:08:50.540+0000
8796093022217|103079216644|2012-03-08T02:32:44.879+0000
8796093022217|103079216657|2012-03-09T01:05:53.833+0000
10995116277764|68719478318|2011-11-25T06:04:22.861+0000
3298534883350|68719478318|2011-07-24T11:02:29.413+0000
15393162788888|68719478318|2012-07-23T23:06:07.019+0000
15393162788888|77309412925|2012-07-25T21:09:58.483+0000
10995116277764|103079216721|2012-03-25T02:40:38.855+0000
7696581394474|103079216725|2012-03-28T13:13:34.159+0000
2199023255611|85899348258|2011-11-20T11:12:29.744+0000
10995116277764|94489282876|2011-12-31T16:08:29.630+0000
8796093022217|94489282876|2011-12-30T17:56:32.935+0000
3298534883350|94489282876|2012-01-03T12:23:31.433+0000
7696581394461|94489282876|2012-01-02T15:29:59.162+0000
13194139533352|94489282876|2012-02-24T22:57:39.573+0000
2199023255593|94489282876|2012-01-03T17:42:50.946+0000
7696581394474|94489282876|2012-01-04T23:23:42.055+0000
8796093022251|94489282876|2011-12-30T21:08:00.654+0000
9895604650036|94489282876|2012-01-01T10:14:06.665+0000
2199023255611|94489282876|2012-01-04T06:51:56.168+0000
7696581394520|94489282876|2011-12-30T12:32:02.738+0000
16492674416738|94489282876|2012-10-04T20:57:04.144+0000
8796093022217|128849021363|2012-08-17T06:09:44.243+0000
5497558138940|120259087225|2012-07-22T07:59:30.296+0000
9895604650036|34359741524|2011-09-12T16:00:40.821+0000
10995116277826|34359741524|2011-11-12T17:52:04.889+0000
2199023255628|34359741524|2010-10-13T05:46:36.200+0000
7696581394433|120259087463|2012-06-23T15:29:27.094+0000
10995116277764|120259087463|2012-06-19T12:29:51.531+0000
8796093022217|120259087463|2012-06-20T08:45:34.751+0000
9895604650000|120259087463|2012-06-24T22:54:43.789+0000
9895604650002|120259087463|2012-06-23T06:27:48.915+0000
12094627905563|120259087463|2012-06-22T17:11:22.439+0000
7696581394461|120259087463|2012-06-22T19:31:41.382+0000
12094627905567|120259087463|2012-06-23T12:46:21.419+0000
16492674416674|120259087463|2012-09-06T17:57:50.557+0000
13194139533352|120259087463|2012-06-23T15:39:50.442+0000
10995116277811|120259087463|2012-06-22T19:08:50.932+0000
9895604650036|120259087463|2012-06-19T23:28:04.737+0000
10995116277826|120259087463|2012-06-18T14:51:23.213+0000
2199023255628|120259087463|2012-06-18T21:16:57.455+0000
3298534883405|120259087463|2012-06-20T19:42:41.857+0000
10995116277764|111669152911|2012-04-27T18:55:19.156+0000
3298534883405|68719479997|2011-07-30T23:23:35.299+0000
8796093022217|94489284336|2012-01-26T11:29:02.093+0000
8796093022217|94489284340|2012-01-29T14:01:58.940+0000
9895604650002|94489284340|2012-01-30T13:44:09.321+0000
3298534883350|94489284340|2012-01-26T18:52:26.879+0000
15393162788888|94489284340|2012-07-24T16:46:06.458+0000
5497558138908|94489284340|2012-01-26T12:30:48.077+0000
16492674416674|94489284340|2012-09-16T14:00:22.669+0000
13194139533352|94489284340|2012-03-12T02:48:14.840+0000
7696581394474|94489284340|2012-01-25T23:56:43.228+0000
8796093022251|94489284340|2012-01-27T22:35:32.712+0000
10995116277811|94489284340|2012-01-27T06:18:57.093+0000
9895604650036|94489284340|2012-01-27T02:18:19.212+0000
2199023255611|94489284340|2012-01-31T00:53:45.248+0000
5497558138940|94489284340|2012-01-27T10:36:22.553+0000
10995116277826|94489284340|2012-01-31T07:30:36.325+0000
2199023255628|94489284340|2012-02-01T00:16:06.834+0000
3298534883405|94489284340|2012-01-27T16:46:34.162+0000
8796093022286|94489284340|2012-01-27T10:46:50.568+0000
14293651161168|94489284340|2012-05-31T16:54:32.238+0000
15393162788948|94489284340|2012-08-04T00:15:32.279+0000
9895604650074|94489284340|2012-01-27T05:13:50.614+0000
12094627905628|94489284340|2012-02-04T03:00:57.077+0000
10995116277764|51539612076|2011-11-13T07:36:38.202+0000
8796093022217|51539612076|2011-08-02T10:35:26.232+0000
5497558138908|51539612076|2011-03-25T04:01:29.540+0000
7696581394490|51539612076|2011-06-13T05:52:06.611+0000
2199023255628|51539612076|2011-03-21T14:08:14.479+0000
7696581394434|103079220591|2012-03-22T18:48:19.729+0000
10995116277764|103079220591|2012-03-21T03:55:11.053+0000
5497558138885|103079220591|2012-03-25T00:51:56.678+0000
12094627905550|103079220591|2012-03-27T05:15:26.791+0000
3298534883350|103079220591|2012-03-20T18:14:53.614+0000
5497558138908|103079220591|2012-03-26T08:59:26.209+0000
7696581394461|103079220591|2012-03-20T20:14:22.143+0000
13194139533342|103079220591|2012-04-10T20:04:00.174+0000
3298534883365|103079220591|2012-03-26T22:37:50.151+0000
2199023255593|103079220591|2012-03-21T19:21:09.383+0000
7696581394474|103079220591|2012-03-26T03:52:57.164+0000
12094627905580|103079220591|2012-03-25T00:24:39.422+0000
8796093022253|103079220591|2012-03-25T23:20:22.667+0000
7696581394479|103079220591|2012-03-24T13:12:44.801+0000
16492674416689|103079220591|2012-09-17T22:57:39.017+0000
9895604650036|103079220591|2012-03-24T00:44:04.949+0000
10995116277826|103079220591|2012-03-20T10:29:47.910+0000
2199023255625|103079220591|2012-03-27T04:16:16.944+0000
14293651161162|103079220591|2012-05-01T08:45:16.320+0000
2199023255628|103079220591|2012-03-26T07:13:04.934+0000
3298534883405|103079220591|2012-03-26T21:17:36.858+0000
94|103079220591|2012-03-21T15:32:16.458+0000
16492674416738|103079220591|2012-10-18T07:27:35.803+0000
10995116277764|103079220599|2012-03-23T18:29:51.590+0000
5497558138908|103079220605|2012-03-20T23:58:10.078+0000
7696581394434|103079220653|2012-03-23T16:01:45.498+0000
10995116277764|103079220653|2012-03-23T20:15:01.391+0000
5497558138885|103079220653|2012-03-21T22:48:44.134+0000
12094627905550|103079220653|2012-03-24T15:37:09.265+0000
3298534883350|103079220653|2012-03-21T22:10:03.432+0000
5497558138908|103079220653|2012-03-25T15:33:11.906+0000
